start_time,open,high,low,close,volume,turnover
2026-01-08 16:30:00+00:00,4449.4,4459.7,4448.3,4455.6,179.054,797913.0173
2026-01-08 16:45:00+00:00,4455.6,4458.5,4453.3,4458.4,81.4,362696.846
2026-01-08 17:00:00+00:00,4458.4,4459.9,4453.5,4454.7,73.97,329647.295
2026-01-08 17:15:00+00:00,4454.7,4456.4,4452.1,4456.4,74.405,331399.4366
2026-01-08 17:30:00+00:00,4456.4,4457.0,4453.2,4455.9,63.752,284003.6392
2026-01-08 17:45:00+00:00,4455.9,4457.4,4453.5,4457.4,47.35,210963.8924
2026-01-08 18:00:00+00:00,4457.4,4457.4,4446.4,4448.2,326.869,1455946.0884
2026-01-08 18:15:00+00:00,4448.2,4449.8,4443.3,4445.6,58.498,260083.5325
2026-01-08 18:30:00+00:00,4445.6,4446.4,4441.7,4444.3,89.798,399001.6537
2026-01-08 18:45:00+00:00,4444.3,4447.4,4442.5,4442.5,25.428,113033.4414
2026-01-08 19:00:00+00:00,4442.5,4443.3,4440.5,4440.9,34.667,153990.1878
2026-01-08 19:15:00+00:00,4440.9,4442.0,4438.7,4440.8,35.556,157856.2901
2026-01-08 19:30:00+00:00,4440.8,4445.7,4440.8,4444.5,32.483,144334.1648
2026-01-08 19:45:00+00:00,4444.5,4445.7,4443.4,4445.6,15.803,70238.9061
2026-01-08 20:00:00+00:00,4445.6,4450.9,4445.6,4450.9,158.721,706100.6866
2026-01-08 20:15:00+00:00,4450.9,4466.7,4450.7,4463.1,236.363,1054353.0495
2026-01-08 20:30:00+00:00,4463.1,4470.2,4463.1,4465.9,177.79,794335.5633
2026-01-08 20:45:00+00:00,4465.9,4470.5,4465.9,4470.0,90.888,406141.2587
2026-01-08 21:00:00+00:00,4470.0,4471.9,4470.0,4470.2,73.417,328269.5167
2026-01-08 21:15:00+00:00,4470.2,4470.3,4466.3,4467.6,40.616,181471.6264
2026-01-08 21:30:00+00:00,4467.6,4468.4,4466.1,4467.7,20.466,91420.5477
2026-01-08 21:45:00+00:00,4467.7,4471.5,4466.9,4469.4,92.61,413927.9276
2026-01-08 22:00:00+00:00,4469.4,4469.5,4469.1,4469.2,44.525,198994.1466
2026-01-08 22:15:00+00:00,4469.2,4469.3,4467.1,4467.4,53.207,237726.6336
2026-01-08 22:30:00+00:00,4467.4,4467.9,4464.9,4465.9,43.6,194712.9493
2026-01-08 22:45:00+00:00,4465.9,4466.8,4464.7,4464.7,22.553,100724.4483
2026-01-08 23:00:00+00:00,4464.7,4471.6,4464.7,4469.0,167.424,748160.3132
2026-01-08 23:15:00+00:00,4469.0,4470.1,4467.0,4469.8,80.134,358064.7101
2026-01-08 23:30:00+00:00,4469.8,4469.8,4467.1,4467.2,46.635,208363.8897
2026-01-08 23:45:00+00:00,4467.2,4467.7,4464.7,4467.0,48.749,217731.6618
2026-01-09 00:00:00+00:00,4467.0,4468.5,4464.8,4464.9,89.405,399392.4063
